t,tf0,ts0
1652.04,874.5342407226562,621.3717041015625
1679.5739999999998,874.5342407226562,623.5684814453125
1707.108,874.5342407226562,625.7460937500000
1734.6419999999998,874.5331420898438,627.9075317382812
1762.176,874.5325317382812,630.0542602539062
1789.71,874.5321044921875,632.1800537109375
1817.244,874.5325317382812,634.2931518554688
1844.778,874.5310058593750,636.3894042968750
1872.312,874.5305786132812,638.4665527343750
1899.846,874.5314331054688,640.5270996093750
1927.3799999999999,874.5314331054688,642.5750732421875
1954.914,874.5308227539062,644.6051635742188
1982.4479999999999,874.5297241210938,646.6185302734375
2009.982,874.5292968750000,648.6164550781250
2037.5159999999998,874.5292968750000,650.5986328125000
2065.0499999999997,874.5282592773438,652.5651245117188
2092.584,874.5280151367188,654.5166015625000
2120.118,874.5284423828125,656.4523315429688
2147.652,874.5280151367188,658.3732299804688
2175.1859999999997,874.5278320312500,660.2774658203125
2202.72,874.5271606445312,662.1666870117188
2230.254,874.5267333984375,664.0434570312500
2257.788,874.5267333984375,665.9016113281250
2285.322,874.5263061523438,667.7489013671875
2312.8559999999998,874.5256958007812,669.5783691406250
2340.39,874.5244140625000,671.3942871093750
2367.924,874.5252685546875,673.1964721679688
2395.458,874.5241699218750,674.9843750000000
2422.9919999999997,874.5248413085938,676.7564697265625
2450.526,874.5239868164062,678.5155639648438
2478.06,874.5235595703125,680.2611694335938
2505.594,874.5228881835938,681.9901123046875
2533.1279999999997,874.5227050781250,683.7072143554688
2560.662,874.5224609375000,685.4090576171875
2588.196,874.5224609375000,687.0997924804688
2615.73,874.5218505859375,688.7749023437500
2643.264,874.5211791992188,690.4379272460938
2670.798,874.5211791992188,692.0852050781250
2698.332,874.5207519531250,693.7212524414062
2725.866,874.5214233398438,695.3437500000000
2753.4,874.5198974609375,696.9531250000000
2780.9339999999997,874.5198974609375,698.5481567382812
2808.468,874.5198974609375,700.1322631835938
2836.002,874.5192871093750,701.7034301757812
2863.536,874.5194702148438,703.2614135742188
2891.0699999999997,874.5191040039062,704.8070068359375
2918.604,874.5191040039062,706.3405761718750
2946.138,874.5186767578125,707.8598632812500
2973.672,874.5169677734375,709.3676147460938
3001.2059999999997,874.5171508789062,710.8621826171875
3028.74,874.5175781250000,712.3461914062500
3056.274,874.5169677734375,713.8170776367188
3083.808,874.5169677734375,715.2774047851562
3111.342,874.5162963867188,716.7231445312500
3138.8759999999997,874.5162963867188,718.1603393554688
3166.41,874.5161132812500,719.5844116210938
3193.944,874.5154418945312,720.9952392578125
3221.478,874.5154418945312,722.3971557617188
3249.0119999999997,874.5152587890625,723.7868041992188
3276.546,874.5148315429688,725.1634521484375
3304.08,874.5152587890625,726.5293579101562
3331.614,874.5148315429688,727.8854370117188
3359.1479999999997,874.5144042968750,729.2305297851562
3386.682,874.5145874023438,730.5626831054688
3414.216,874.5135498046875,731.8845825195312
3441.75,874.5135498046875,733.1959838867188
3469.2839999999997,874.5135498046875,734.4967041015625
3496.8179999999998,874.5133056640625,735.7862548828125
3524.352,874.5122680664062,737.0659790039062
3551.886,874.5118408203125,738.3331909179688
3579.42,874.5128784179688,739.5924072265625
3606.9539999999997,874.5124511718750,740.8401489257812
3634.488,874.5109863281250,742.0767211914062
3662.022,874.5105590820312,743.3041992187500
3689.556,874.5109863281250,744.5217285156250
3717.0899999999997,874.5109863281250,745.7288208007812
3744.624,874.5103149414062,746.9249267578125
3772.158,874.5109863281250,748.1123657226562
3799.692,874.5105590820312,749.2893676757812
3827.2259999999997,874.5097045898438,750.4561157226562
3854.7599999999998,874.5094604492188,751.6141357421875
3882.294,874.5088500976562,752.7615356445312
3909.828,874.5090332031250,753.8988647460938
3937.3619999999996,874.5084228515625,755.0285644531250
3964.8959999999997,874.5079956054688,756.1469116210938
3992.43,874.5077514648438,757.2575073242188
4019.964,874.5086059570312,758.3583984375000
4047.498,874.5075683593750,759.4486083984375
4075.0319999999997,874.5068969726562,760.5324096679688
4102.566,874.5068969726562,761.6050415039062
4130.099999999999,874.5068969726562,762.6682739257812
4157.634,874.5075683593750,763.7252197265625
4185.168,874.5067138671875,764.7700805664062
4212.702,874.5064697265625,765.8082885742188
4240.236,874.5054321289062,766.8364868164062
4267.7699999999995,874.5067138671875,767.8579101562500
4295.304,874.5058593750000,768.8684082031250
4322.838,874.5041503906250,769.8723144531250
4350.371999999999,874.5047607421875,770.8668212890625
4377.906,874.5045776367188,771.8534545898438
4405.44,874.5045776367188,772.8308105468750
4432.974,874.5034790039062,773.8004760742188
4460.508,874.5037231445312,774.7622680664062
4488.0419999999995,874.5028686523438,775.7162475585938
4515.576,874.5037231445312,776.6605224609375
4543.11,874.5028686523438,777.5981445312500
4570.644,874.5024414062500,778.5267944335938
4598.178,874.5028686523438,779.4484252929688
4625.7119999999995,874.5020141601562,780.3606567382812
4653.246,874.5028686523438,781.2677612304688
4680.78,874.5014038085938,782.1659545898438
4708.313999999999,874.5022583007812,783.0560913085938
4735.848,874.5018310546875,783.9389038085938
4763.382,874.5015869140625,784.8136596679688
4790.916,874.5014038085938,785.6821899414062
4818.45,874.5009765625000,786.5411376953125
4845.9839999999995,874.5007324218750,787.3952636718750
4873.518,874.5005493164062,788.2399902343750
4901.052,874.4994506835938,789.0786132812500
4928.586,874.4996948242188,789.9106445312500
4956.12,874.4990234375000,790.7347412109375
4983.6539999999995,874.4996948242188,791.5511474609375
5011.188,874.4994506835938,792.3609008789062
5038.722,874.4996948242188,793.1624145507812
5066.255999999999,874.4992675781250,793.9598388671875
5093.79,874.4994506835938,794.7490234375000
5121.324,874.4988403320312,795.5319824218750
5148.858,874.4988403320312,796.3070678710938
5176.392,874.4981689453125,797.0768432617188
5203.9259999999995,874.4981689453125,797.8389892578125
5231.46,874.4977416992188,798.5940551757812
5258.994,874.4971313476562,799.3431396484375
5286.528,874.4971313476562,800.0867309570312
5314.062,874.4968872070312,800.8228149414062
5341.596,874.4968872070312,801.5517578125000
5369.13,874.4962768554688,802.2755126953125
5396.664,874.4971313476562,802.9929809570312
5424.197999999999,874.4964599609375,803.7037353515625
5451.732,874.4958496093750,804.4085083007812
5479.266,874.4962768554688,805.1071166992188
5506.8,874.4956054687500,805.7987670898438
5534.334,874.4960327148438,806.4852905273438
5561.8679999999995,874.4954223632812,807.1668701171875
5589.402,874.4960327148438,807.8409423828125
5616.936,874.4954223632812,808.5098266601562
5644.469999999999,874.4949951171875,809.1726684570312
5672.004,874.4951782226562,809.8302612304688
5699.538,874.4945678710938,810.4813842773438
5727.072,874.4947509765625,811.1258544921875
5754.606,874.4947509765625,811.7655029296875
5782.139999999999,874.4945678710938,812.3998413085938
5809.674,874.4941406250000,813.0286865234375
5837.208,874.4947509765625,813.6514282226562
5864.742,874.4945678710938,814.2692260742188
5892.276,874.4941406250000,814.8815307617188
5919.8099999999995,874.4932861328125,815.4876708984375
5947.344,874.4930419921875,816.0890502929688
5974.878,874.4930419921875,816.6855468750000
6002.411999999999,874.4934692382812,817.2748413085938
6029.946,874.4928588867188,817.8615112304688
6057.48,874.4932861328125,818.4404296875000
6085.014,874.4930419921875,819.0159912109375
6112.548,874.4928588867188,819.5861206054688
6140.081999999999,874.4932861328125,820.1513061523438
6167.616,874.4921875000000,820.7106323242188
6195.15,874.4926147460938,821.2658691406250
6222.684,874.4917602539062,821.8166503906250
6250.218,874.4924316406250,822.3606567382812
6277.7519999999995,874.4921875000000,822.9010620117188
6305.286,874.4917602539062,823.4353637695312
6332.82,874.4924316406250,823.9657592773438
6360.353999999999,874.4915771484375,824.4927978515625
6387.888,874.4917602539062,825.0120239257812
6415.422,874.4911499023438,825.5282592773438
6442.956,874.4913330078125,826.0410766601562
6470.49,874.4913330078125,826.5472412109375
6498.023999999999,874.4909057617188,827.0495605468750
6525.558,874.4909057617188,827.5475463867188
6553.092,874.4909057617188,828.0414428710938
6580.625999999999,874.4904785156250,828.5301513671875
6608.16,874.4904785156250,829.0139770507812
6635.6939999999995,874.4904785156250,829.4943237304688
6663.228,874.4898681640625,829.9698486328125
6690.762,874.4896240234375,830.4413452148438
6718.295999999999,874.4900512695312,830.9078979492188
6745.83,874.4898681640625,831.3715209960938
6773.364,874.4898681640625,831.8300781250000
6800.898,874.4904785156250,832.2843627929688
6828.432,874.4902954101562,832.7344360351562
6855.965999999999,874.4900512695312,833.1809082031250
6883.5,874.4898681640625,833.6232299804688
6911.034,874.4894409179688,834.0606689453125
6938.567999999999,874.4896240234375,834.4942626953125
6966.102,874.4902954101562,834.9240722656250
6993.6359999999995,874.4891967773438,835.3501586914062
7021.17,874.4890136718750,835.7730712890625
7048.704,874.4898681640625,836.1899414062500
7076.237999999999,874.4887695312500,836.6040039062500
7103.772,874.4887695312500,837.0152587890625
7131.306,874.4890136718750,837.4216308593750
7158.84,874.4896240234375,837.8242187500000
7186.374,874.4896240234375,838.2248535156250
7213.907999999999,874.4887695312500,838.6195068359375
7241.442,874.4885864257812,839.0112304687500
7268.976,874.4879150390625,839.3989868164062
7296.509999999999,874.4881591796875,839.7828369140625
7324.044,874.4887695312500,840.1643676757812
7351.5779999999995,874.4877319335938,840.5412597656250
7379.112,874.4874877929688,840.9155883789062
7406.646,874.4883422851562,841.2852783203125
7434.179999999999,874.4881591796875,841.6517944335938
7461.714,874.4874877929688,842.0155029296875
7489.248,874.4874877929688,842.3761596679688
7516.782,874.4874877929688,842.7323608398438
7544.316,874.4873046875000,843.0846557617188
7571.849999999999,874.4877319335938,843.4350585937500
7599.384,874.4874877929688,843.7810668945312
7626.918,874.4873046875000,844.1233520507812
7654.451999999999,874.4873046875000,844.4636840820312
7681.986,874.4874877929688,844.8007202148438
7709.5199999999995,874.4874877929688,845.1345214843750
7737.054,874.4877319335938,845.4642944335938
7764.588,874.4870605468750,845.7915649414062
7792.121999999999,874.4881591796875,846.1156616210938
7819.656,874.4877319335938,846.4363403320312
7847.19,874.4870605468750,846.7536010742188
7874.723999999999,874.4870605468750,847.0689697265625
7902.258,874.4873046875000,847.3809814453125
7929.7919999999995,874.4868774414062,847.6895751953125
7957.326,874.4873046875000,847.9945678710938
7984.86,874.4868774414062,848.2978515625000
8012.393999999999,874.4864501953125,848.5980834960938
8039.928,874.4866943359375,848.8943481445312
8067.4619999999995,874.4868774414062,849.1884155273438
8094.996,874.4873046875000,849.4794311523438
8122.53,874.4870605468750,849.7679443359375
8150.063999999999,874.4874877929688,850.0542602539062
8177.598,874.4866943359375,850.3361206054688
8205.132,874.4870605468750,850.6160888671875
8232.666,874.4868774414062,850.8928833007812
8260.199999999999,874.4866943359375,851.1682739257812
8287.734,874.4868774414062,851.4399414062500
8315.268,874.4866943359375,851.7086791992188
8342.802,874.4868774414062,851.9748535156250
8370.336,874.4864501953125,852.2393188476562
8397.869999999999,874.4870605468750,852.5000000000000
8425.404,874.4874877929688,852.7583007812500
8452.938,874.4873046875000,853.0151367187500
8480.472,874.4858398437500,853.2681884765625
8508.006,874.4864501953125,853.5191040039062
8535.539999999999,874.4874877929688,853.7676391601562
8563.074,874.4862670898438,854.0131835937500
8590.608,874.4877319335938,854.2566528320312
8618.142,874.4866943359375,854.4979858398438
8645.676,874.4873046875000,854.7369995117188
8673.21,874.4870605468750,854.9720458984375
8700.743999999999,874.4866943359375,855.2064819335938
8728.278,874.4873046875000,855.4376831054688
8755.812,874.4870605468750,855.6669311523438
8783.346,874.4873046875000,855.8934326171875
8810.88,874.4870605468750,856.1181640625000
8838.413999999999,874.4873046875000,856.3403320312500
8865.948,874.4870605468750,856.5593872070312
8893.482,874.4883422851562,856.7778320312500
8921.016,874.4873046875000,856.9931030273438
8948.55,874.4879150390625,857.2058715820312
8976.083999999999,874.4877319335938,857.4175415039062
9003.618,874.4883422851562,857.6253662109375
9031.152,874.4879150390625,857.8319702148438
9058.686,874.4881591796875,858.0359497070312
9086.22,874.4881591796875,858.2389526367188
9113.753999999999,874.4879150390625,858.4389648437500
9141.288,874.4879150390625,858.6376953125000
9168.822,874.4877319335938,858.8334350585938
9196.356,874.4885864257812,859.0266723632812
9223.89,874.4879150390625,859.2191162109375
9251.423999999999,874.4881591796875,859.4090576171875
9278.958,874.4885864257812,859.5968627929688
9306.492,874.4883422851562,859.7824096679688
9334.026,874.4890136718750,859.9665527343750
9361.56,874.4890136718750,860.1486206054688
9389.094,874.4887695312500,860.3289794921875
9416.627999999999,874.4894409179688,860.5069580078125
9444.162,874.4881591796875,860.6835937500000
9471.696,874.4885864257812,860.8572998046875
9499.23,874.4883422851562,861.0301513671875
9526.764,874.4894409179688,861.2005615234375
9554.297999999999,874.4885864257812,861.3693847656250
9581.832,874.4890136718750,861.5363159179688
9609.366,874.4894409179688,861.7011108398438
9636.9,874.4891967773438,861.8640136718750
9664.434,874.4898681640625,862.0260620117188
9691.967999999999,874.4891967773438,862.1861572265625
9719.502,874.4904785156250,862.3435058593750
9747.036,874.4902954101562,862.5002441406250
9774.57,874.4900512695312,862.6542358398438
9802.104,874.4907226562500,862.8069458007812
9829.637999999999,874.4896240234375,862.9583740234375
9857.172,874.4898681640625,863.1072998046875
9884.706,874.4896240234375,863.2563476562500
9912.24,874.4909057617188,863.4015502929688
9939.774,874.4911499023438,863.5457763671875
9967.307999999999,874.4909057617188,863.6892700195312
9994.841999999999,874.4904785156250,863.8299560546875
10022.376,874.4913330078125,863.9694213867188
10049.91,874.4909057617188,864.1074829101562
10077.444,874.4909057617188,864.2449340820312
10104.978,874.4913330078125,864.3787841796875
10132.511999999999,874.4915771484375,864.5128173828125
10160.046,874.4909057617188,864.6441040039062
10187.58,874.4917602539062,864.7752685546875
10215.114,874.4924316406250,864.9034423828125
10242.648,874.4917602539062,865.0308227539062
10270.181999999999,874.4911499023438,865.1571044921875
10297.716,874.4921875000000,865.2814331054688
10325.25,874.4921875000000,865.4042358398438
10352.784,874.4930419921875,865.5261840820312
10380.318,874.4930419921875,865.6455688476562
10407.851999999999,874.4926147460938,865.7639160156250
10435.386,874.4924316406250,865.8820800781250
10462.92,874.4926147460938,865.9976196289062
10490.454,874.4938964843750,866.1113281250000
10517.988,874.4932861328125,866.2247924804688
10545.521999999999,874.4930419921875,866.3365478515625
10573.056,874.4930419921875,866.4466552734375
10600.59,874.4930419921875,866.5560913085938
10628.124,874.4932861328125,866.6635742187500
10655.658,874.4938964843750,866.7702636718750
10683.192,874.4947509765625,866.8752441406250
10710.725999999999,874.4947509765625,866.9791870117188
10738.26,874.4951782226562,867.0821533203125
10765.794,874.4949951171875,867.1832275390625
10793.328,874.4947509765625,867.2833251953125
10820.862,874.4949951171875,867.3818359375000
10848.395999999999,874.4956054687500,867.4794311523438
10875.93,874.4960327148438,867.5753784179688
10903.464,874.4962768554688,867.6702880859375
10930.998,874.4960327148438,867.7644653320312
10958.532,874.4964599609375,867.8571166992188
10986.065999999999,874.4958496093750,867.9484252929688
11013.6,874.4956054687500,868.0386962890625
11041.134,874.4960327148438,868.1282958984375
11068.668,874.4967041015625,868.2161865234375
11096.202,874.4973144531250,868.3031616210938
11123.735999999999,874.4962768554688,868.3895874023438
11151.27,874.4975585937500,868.4729614257812
11178.804,874.4981689453125,868.5575561523438
11206.338,874.4979858398438,868.6396484375000
11233.872,874.4981689453125,868.7213134765625
11261.405999999999,874.4979858398438,868.8010253906250
11288.939999999999,874.4984130859375,868.8803710937500
11316.474,874.4984130859375,868.9588623046875
11344.008,874.4990234375000,869.0360717773438
11371.542,874.4984130859375,869.1119995117188
11399.076,874.4990234375000,869.1868286132812
11426.609999999999,874.4988403320312,869.2610473632812
11454.144,874.5005493164062,869.3340454101562
11481.678,874.4998779296875,869.4052734375000
11509.212,874.5001220703125,869.4769897460938
11536.746,874.4998779296875,869.5469970703125
11564.279999999999,874.5018310546875,869.6159057617188
11591.814,874.5011596679688,869.6842041015625
11619.348,874.5011596679688,869.7509765625000
11646.882,874.5015869140625,869.8167724609375
11674.416,874.5026855468750,869.8831176757812
11701.949999999999,874.5020141601562,869.9468994140625
11729.484,874.5028686523438,870.0099487304688
11757.018,874.5026855468750,870.0720825195312
11784.552,874.5037231445312,870.1338500976562
11812.086,874.5028686523438,870.1945800781250
11839.619999999999,874.5037231445312,870.2546997070312
11867.153999999999,874.5041503906250,870.3131713867188
11894.688,874.5045776367188,870.3712768554688
11922.222,874.5039062500000,870.4279174804688
11949.756,874.5050048828125,870.4840698242188
11977.289999999999,874.5047607421875,870.5389404296875
12004.823999999999,874.5054321289062,870.5937500000000
12032.358,874.5051879882812,870.6475219726562
12059.892,874.5054321289062,870.7000122070312
12087.426,874.5067138671875,870.7533569335938
12114.96,874.5064697265625,870.8032836914062
12142.493999999999,874.5075683593750,870.8533325195312
12170.028,874.5067138671875,870.9040527343750
12197.562,874.5064697265625,870.9531250000000
12225.096,874.5075683593750,871.0004272460938
12252.63,874.5068969726562,871.0474853515625
12280.163999999999,874.5077514648438,871.0941772460938
12307.698,874.5079956054688,871.1403808593750
12335.232,874.5084228515625,871.1851806640625
12362.766,874.5088500976562,871.2294921875000
12390.3,874.5094604492188,871.2725219726562
12417.833999999999,874.5092773437500,871.3157958984375
12445.368,874.5098876953125,871.3577880859375
12472.902,874.5101318359375,871.3984985351562
12500.436,874.5103149414062,871.4385986328125
12527.97,874.5105590820312,871.4797363281250
12555.503999999999,874.5118408203125,871.5181274414062
12583.037999999999,874.5122680664062,871.5573730468750
12610.572,874.5111694335938,871.5949096679688
12638.106,874.5114135742188,871.6320190429688
12665.64,874.5126953125000,871.6682739257812
12693.173999999999,874.5128784179688,871.7043457031250
12720.707999999999,874.5133056640625,871.7393798828125
12748.242,874.5141601562500,871.7736816406250
12775.776,874.5144042968750,871.8074340820312
12803.31,874.5139770507812,871.8407592773438
12830.844,874.5144042968750,871.8732910156250
12858.377999999999,874.5148315429688,871.9053955078125
12885.912,874.5145874023438,871.9364013671875
12913.446,874.5148315429688,871.9676513671875
12940.98,874.5156860351562,871.9978637695312
12968.514,874.5162963867188,872.0269165039062
12996.047999999999,874.5165405273438,872.0554809570312
13023.582,874.5175781250000,872.0838623046875
13051.116,874.5169677734375,872.1116943359375
13078.65,874.5178222656250,872.1393432617188
13106.184,874.5186767578125,872.1656494140625
13133.717999999999,874.5178222656250,872.1918334960938
13161.251999999999,874.5180053710938,872.2168579101562
13188.786,874.5191040039062,872.2413940429688
13216.32,874.5191040039062,872.2661743164062
13243.854,874.5203247070312,872.2897338867188
13271.387999999999,874.5198974609375,872.3133544921875
13298.921999999999,874.5207519531250,872.3359375000000
13326.456,874.5211791992188,872.3581542968750
13353.99,874.5214233398438,872.3800659179688
13381.524,874.5224609375000,872.4008789062500
13409.057999999999,874.5224609375000,872.4217529296875
13436.591999999999,874.5218505859375,872.4417114257812
13464.126,874.5228881835938,872.4617309570312
13491.66,874.5235595703125,872.4805908203125
13519.194,874.5235595703125,872.4984130859375
13546.728,874.5239868164062,872.5170898437500
13574.261999999999,874.5252685546875,872.5353393554688
13601.796,874.5244140625000,872.5514526367188
13629.33,874.5252685546875,872.5686035156250
13656.864,874.5254516601562,872.5847167968750
13684.398,874.5256958007812,872.6006469726562
13711.931999999999,874.5263061523438,872.6161499023438
13739.466,874.5267333984375,872.6305541992188
13767.0,874.5286865234375,872.6453857421875
13794.534,874.5280151367188,872.6594238281250
13822.068,874.5286865234375,872.6729736328125
13849.601999999999,874.5291137695312,872.6860961914062
13877.135999999999,874.5286865234375,872.6986083984375
13904.67,874.5297241210938,872.7105102539062
13932.204,874.5303955078125,872.7232666015625
13959.738,874.5303955078125,872.7346801757812
13987.271999999999,874.5310058593750,872.7450561523438
14014.805999999999,874.5314331054688,872.7561035156250
14042.34,874.5316772460938,872.7662963867188
14069.874,874.5327148437500,872.7766723632812
14097.408,874.5327148437500,872.7862548828125
14124.942,874.5335693359375,872.7949218750000
14152.475999999999,874.5346679687500,872.8040161132812
14180.01,874.5339965820312,872.8121948242188
14207.544,874.5350952148438,872.8195190429688
14235.078,874.5352783203125,872.8274536132812
14262.612,874.5363159179688,872.8343505859375
14290.145999999999,874.5365600585938,872.8410644531250
14317.68,874.5365600585938,872.8477172851562
14345.214,874.5374145507812,872.8541259765625
14372.748,874.5374145507812,872.8593139648438
14400.282,874.5384521484375,872.8650512695312
14427.815999999999,874.5382690429688,872.8702392578125
14455.349999999999,874.5384521484375,872.8750000000000
14482.884,874.5395507812500,872.8803100585938
14510.418,874.5410156250000,872.8839111328125
14537.952,874.5408325195312,872.8872680664062
14565.485999999999,874.5418701171875,872.8905639648438
14593.019999999999,874.5416870117188,872.8939819335938
14620.554,874.5425415039062,872.8970336914062
14648.088,874.5418701171875,872.8993530273438
14675.622,874.5440063476562,872.9020385742188
14703.155999999999,874.5438232421875,872.9039306640625
14730.689999999999,874.5442504882812,872.9056396484375
14758.224,874.5451049804688,872.9062500000000
14785.758,874.5451049804688,872.9075317382812
14813.292,874.5461425781250,872.9089355468750
14840.826,874.5463867187500,872.9090576171875
14868.359999999999,874.5468139648438,872.9096679687500
14895.894,874.5472412109375,872.9096679687500
14923.428,874.5480957031250,872.9092407226562
14950.962,874.5485229492188,872.9085083007812
14978.496,874.5489501953125,872.9079589843750
15006.029999999999,874.5491333007812,872.9066772460938
15033.564,874.5493774414062,872.9058227539062
15061.098,874.5510864257812,872.9037475585938
15088.632,874.5510864257812,872.9013671875000
15116.166,874.5518798828125,872.8994750976562
15143.699999999999,874.5523071289062,872.8969116210938
15171.233999999999,874.5531616210938,872.8944091796875
15198.768,874.5531616210938,872.8916625976562
15226.302,874.5531616210938,872.8886718750000
15253.836,874.5552978515625,872.8848266601562
15281.369999999999,874.5548706054688,872.8814697265625
15308.903999999999,874.5557250976562,872.8780517578125
15336.438,874.5565795898438,872.8746948242188
15363.972,874.5568237304688,872.8698120117188
15391.506,874.5574340820312,872.8655395507812
15419.039999999999,874.5581054687500,872.8610839843750
15446.573999999999,874.5587158203125,872.8555908203125
15474.108,874.5587158203125,872.8515625000000
15501.642,874.5598144531250,872.8460693359375
15529.176,874.5608520507812,872.8403320312500
15556.71,874.5610961914062,872.8345947265625
15584.243999999999,874.5617065429688,872.8288574218750
15611.778,874.5619506835938,872.8226928710938
15639.312,874.5632324218750,872.8169555664062
15666.846,874.5636596679688,872.8106079101562
15694.38,874.5634155273438,872.8040161132812
15721.913999999999,874.5655517578125,872.7972412109375
15749.447999999999,874.5653686523438,872.7900390625000
15776.982,874.5655517578125,872.7832641601562
15804.516,874.5657958984375,872.7756347656250
15832.05,874.5672607421875,872.7680053710938
15859.583999999999,874.5676879882812,872.7605590820312
15887.117999999999,874.5678710937500,872.7529296875000
15914.652,874.5682983398438,872.7450561523438
15942.186,874.5702514648438,872.7365722656250
15969.72,874.5702514648438,872.7287597656250
15997.253999999999,874.5704345703125,872.7204589843750
16024.787999999999,874.5711059570312,872.7117919921875
16052.322,874.5719604492188,872.7028808593750
16079.856,874.5728149414062,872.6941528320312
16107.39,874.5732421875000,872.6853027343750
16134.923999999999,874.5734252929688,872.6763916015625
16162.457999999999,874.5745239257812,872.6663818359375
16189.992,874.5759887695312,872.6574707031250
16217.526,874.5758056640625,872.6480712890625
16245.06,874.5768432617188,872.6380615234375
16272.594,874.5770874023438,872.6283569335938
16300.127999999999,874.5783691406250,872.6193237304688
16327.662,874.5783691406250,872.6090087890625
16355.196,874.5796508789062,872.5986328125000
16382.73,874.5800781250000,872.5882568359375
16410.264,874.5802612304688,872.5781860351562
16437.798,874.5817871093750,872.5682983398438
16465.332,874.5828247070312,872.5571899414062
16492.865999999998,874.5834960937500,872.5467529296875
16520.399999999998,874.5841064453125,872.5355224609375
16547.934,874.5849609375000,872.5245361328125
16575.468,874.5842895507812,872.5140991210938
16603.002,874.5868530273438,872.5028686523438
16630.536,874.5868530273438,872.4916381835938
16658.07,874.5872802734375,872.4814453125000
16685.604,874.5889892578125,872.4688110351562
16713.138,874.5889892578125,872.4578857421875
16740.672,874.5896606445312,872.4463500976562
16768.206,874.5905151367188,872.4346923828125
16795.739999999998,874.5909423828125,872.4227294921875
16823.273999999998,874.5915527343750,872.4102172851562
16850.808,874.5928344726562,872.3988647460938
16878.342,874.5936889648438,872.3868408203125
16905.876,874.5941162109375,872.3751831054688
16933.41,874.5947875976562,872.3626708984375
16960.944,874.5962524414062,872.3508911132812
16988.478,874.5962524414062,872.3389282226562
17016.012,874.5969238281250,872.3262939453125
17043.546,874.5979614257812,872.3133544921875
17071.079999999998,874.5986328125000,872.3012695312500
17098.613999999998,874.5990600585938,872.2886962890625
17126.148,874.5994873046875,872.2769165039062
17153.682,874.6002807617188,872.2640380859375
17181.216,874.6009521484375,872.2515258789062
17208.75,874.6022338867188,872.2384033203125
17236.284,874.6024169921875,872.2263183593750
17263.818,874.6035156250000,872.2131347656250
17291.352,874.6041259765625,872.2001953125000
17318.886,874.6058349609375,872.1875000000000
17346.42,874.6065063476562,872.1740112304688
17373.953999999998,874.6071166992188,872.1611938476562
17401.487999999998,874.6077880859375,872.1480712890625
17429.022,874.6090698242188,872.1356201171875
17456.556,874.6086425781250,872.1226806640625
17484.09,874.6092529296875,872.1091308593750
17511.624,874.6105346679688,872.0963134765625
17539.158,874.6116333007812,872.0827026367188
17566.692,874.6124877929688,872.0697631835938
17594.226,874.6135253906250,872.0566406250000
17621.76,874.6141967773438,872.0431518554688
